movieID,genre,tagsWithID,tagsWithName
141,['Comedy'],"[1888, 554, 9298, 15286, 55]",['gay']
153,"['Action', 'Adventure', 'Comedy', 'Crime']","[1765, 1641, 9547, 364, 7408, 6323, 5557, 1783, 7736, 1561, 186, 125]","['dc comics', 'adapted from:comic', 'superhero', 'dc', 'alter ego', 'franchise']"
156,"['Comedy', 'Drama']","[5692, 93, 1174]",['nudity (topless)']
175,['Drama'],"[14691, 69, 1136, 12820, 6708, 2422]","['hw drama', 'nudity (full frontal)']"
176,['Comedy'],"[93, 7871]",['nudity (topless)']
178,"['Comedy', 'Drama']","[374, 9298, 54, 9750]","['dark comedy', 'serial killer']"
187,['Comedy'],"[6713, 9653, 9182]",['hw comedy']
190,['Thriller'],"[5512, 515, 6822]",['food']
194,"['Comedy', 'Drama']","[706, 766, 629, 10845, 510]","['ensemble cast', 'multiple storylines']"
196,"['Horror', 'Sci-Fi']",[93],['nudity (topless)']
213,['Drama'],"[4578, 6715, 6711]","['ruffian', 'not corv lib']"
214,"['Drama', 'War']","[609, 737, 1554, 85, 5241]",['criterion']
224,"['Comedy', 'Drama', 'Romance']","[1277, 146, 59, 2261]",['afternoon section']
225,"['Drama', 'Thriller']",[6176],['michael crichton']
232,"['Comedy', 'Drama', 'Romance']","[9446, 5512, 2295, 5692, 6717]","['food', 'corvallis library']"
239,"['Animation', 'Children', 'Comedy', 'Romance']","[362, 900]","['dinner', 'disney animated feature']"
256,"['Comedy', 'Sci-Fi']","[4000, 1186, 15045, 71, 7, 1511, 46, 5556, 4924]",['arnold schwarzenegger']
260,"['Action', 'Adventure', 'Sci-Fi']","[6533, 6534, 12551, 4616, 3720, 9482, 651, 12, 781, 1783, 141, 6800, 145, 146, 280, 6810, 9756, 7459, 419, 420, 4646, 6520, 6521, 11050, 1834, 5035, 6324, 9781, 6325, 4408, 8890, 446, 1604, 583, 74, 459, 2941, 1614, 3919, 11344, 13144, 11481, 4699, 605, 2144, 1892, 1382, 6502, 2538, 1260, 366, 238, 496, 13169, 887, 4083, 6515, 10741, 4342, 6774, 125, 6518, 10877, 6526]","['usa film registry', 'war', 'noise in space']"
261,['Drama'],"[1224, 1107, 1061, 6102]",['based on a book']
265,"['Drama', 'Romance']","[1153, 4098, 9446, 5512, 1897, 15149, 5230, 6669, 2513, 4339, 10907]",['food']
272,"['Comedy', 'Drama']","[102, 7, 16073, 1868, 143, 2965, 6715]",['not corv lib']
273,"['Drama', 'Horror']","[1224, 42, 587]",['gothic']
282,['Drama'],"[1136, 3586, 741]",['nudity (full frontal)']
289,"['Comedy', 'Romance']",[1472],['robert downey jr']
299,['Drama'],"[1888, 7, 554, 656, 9010, 885]",['gay']
300,['Drama'],"[352, 2434, 130, 420, 5289, 587, 8014, 2196, 501, 2390, 10422, 127]",['want to see again']
302,"['Drama', 'Romance']","[1176, 1136, 10197, 2239]","['netflix', 'nudity (full frontal)']"
305,['Comedy'],"[1680, 1553, 1136, 4670]",['robert altman']
315,"['Action', 'Drama', 'Thriller']","[595, 93]","['nudity (topless)', 'nudity (rear)']"
318,['Drama'],"[4864, 1925, 2955, 651, 4365, 6542, 6800, 4371, 5145, 283, 5281, 419, 4772, 1061, 2341, 420, 5032, 2473, 6440, 172, 1582, 2099, 692, 5301, 5556, 11191, 6324, 1849, 5818, 189, 4413, 582, 583, 714, 586, 458, 587, 7630, 721, 1874, 1619, 473, 730, 605, 4446, 1504, 615, 5098, 11116, 5230, 4339, 6515, 1915]",['author:stephen king']
328,"['Horror', 'Thriller']",[93],['nudity (topless)']
329,"['Action', 'Adventure', 'Drama', 'Sci-Fi']","[420, 2950, 651, 2579, 3892, 1783, 6238]",['star trek']
338,"['Action', 'Sci-Fi', 'Thriller']","[8970, 2371, 54]",['serial killer']
348,['Comedy'],"[706, 2939, 1925, 6501, 6507, 6540, 10861, 10990, 1135, 2479, 244, 11095, 59, 61]",['oscar (best supporting actress)']
353,"['Action', 'Crime', 'Fantasy', 'Thriller']","[644, 2693, 8964, 6800, 669, 415, 42, 10548, 11448, 1097, 458, 2513, 595, 8917, 1373, 1382, 7782, 7408, 7026]",['based on a comic']
354,['Drama'],[113],['baseball']
356,"['Comedy', 'Drama', 'Romance', 'War']","[15107, 137, 9482, 651, 6539, 4365, 1421, 9616, 6800, 916, 663, 152, 5273, 6298, 1435, 923, 29, 415, 2597, 2470, 1061, 4646, 169, 2347, 8498, 5556, 55, 1849, 10427, 582, 583, 5706, 3023, 2513, 9809, 4690, 473, 219, 605, 2782, 10847, 7776, 1121, 14562, 611, 13533, 1511, 238, 240, 4083, 9588, 6515, 6518, 247, 382, 12543]","['sweeping', 'oscar (best picture)', 'war', 'best picture', 'oscar (best directing)']"
357,"['Comedy', 'Romance']","[3840, 1222, 2983, 892, 651, 1646, 12820, 3996, 1853]",['seen more than once']
362,"['Adventure', 'Children', 'Romance']","[1224, 765]",['jude law']
364,"['Adventure', 'Animation', 'Children', 'Drama', 'Musical']","[900, 10376, 4618, 2955, 651, 664, 8349, 413, 6323, 5301, 10422, 2376, 465, 871, 362, 1899, 1652, 117, 7158]","['dinner', 'animation', 'disney animated feature']"
367,"['Action', 'Comedy', 'Crime', 'Fantasy']","[7, 2730, 16043, 364, 2956, 9006, 1107, 2261, 214, 55, 7704, 1690, 605]",['animal:dog']
379,"['Action', 'Sci-Fi', 'Thriller']","[1136, 128, 13]",['nudity (full frontal)']
380,"['Action', 'Adventure', 'Comedy', 'Romance', 'Thriller']","[1186, 7, 2185, 74, 651, 2474, 11372, 1515, 396, 752, 1295, 110, 6323, 2731, 55, 16158]",['arnold schwarzenegger']
381,['Drama'],"[625, 11249, 1422]",['likeilike top pick']
382,"['Drama', 'Horror', 'Romance', 'Thriller']","[42, 1749, 9013, 2261, 605, 1470]","['werewolf', 'afternoon section']"
393,"['Action', 'Adventure', 'Fantasy']","[7407, 655]","['adapted from:game', 'video game adaptation']"
405,"['Action', 'Sci-Fi']","[2912, 6323, 1136, 125]","['crappy sequel', 'sequel', 'nudity (full frontal)']"
413,['Comedy'],"[12197, 6025, 11818, 5236, 1524, 16438, 380, 1759]",['rock and roll']
416,['Western'],[93],['nudity (topless)']
434,"['Action', 'Adventure', 'Thriller']","[480, 2593, 10758, 775, 4092]",['clint eastwood']
444,"['Comedy', 'Romance']",[2399],['uma thurman']
461,"['Drama', 'Romance']",[375],['lesbian']
477,"['Drama', 'Musical']","[102, 586, 499, 6515, 633, 1532, 1759]",['rock and roll']
488,['Drama'],"[4251, 5557]",['alter ego']
497,"['Comedy', 'Romance']","[10240, 901, 1320, 9002, 5264, 2162, 9298, 5301, 10422]","['adapted from:play', 'playwright:shakespeare']"
507,"['Crime', 'Drama', 'Thriller']","[1341, 775]",['clint eastwood']
509,"['Drama', 'Romance']","[4098, 892, 4491, 6800, 4251, 41, 565, 965, 328, 1608, 1610, 587, 2512, 213, 352, 11488, 1382, 5865, 2153, 2538, 244, 764, 766]",['oscar (best supporting actress)']
511,"['Action', 'Drama']",[8929],['sport:american football']
517,"['Action', 'Drama', 'Mystery']","[6176, 740, 1061, 587, 595, 53, 93, 1023]",['michael crichton']
518,['Comedy'],"[6308, 13172]",['literary adaptation']
519,"['Crime', 'Sci-Fi', 'Thriller']","[2912, 12, 750, 1525, 4344]",['crappy sequel']
520,['Comedy'],"[5413, 1253, 7, 6, 1452, 944, 1457, 55, 3930]",['mel brooks']
521,"['Crime', 'Thriller']",[93],['nudity (topless)']
524,['Drama'],"[8929, 6515, 196, 14573]",['sport:american football']
527,"['Drama', 'War']","[3586, 1925, 137, 521, 908, 9870, 6800, 12820, 9343, 5281, 1826, 6435, 804, 166, 5287, 169, 1065, 5035, 7091, 5556, 6323, 11448, 11321, 15288, 583, 10824, 8904, 10955, 6988, 2260, 12889, 605, 7776, 5216, 8932, 6501, 1126, 4858, 10344, 10725, 250, 237, 238, 5230, 4083, 499, 761, 501, 247, 6515, 633, 122, 1149, 1023]","['oscar (best picture)', 'world war ii', 'war', 'best picture', 'oscar (best cinematography)', 'oscar (best directing)', 'afi 100']"
529,['Drama'],"[113, 6515, 7973]",['baseball']
535,['Drama'],"[510, 4491, 1553, 1554, 1435, 1083, 11453, 4670, 10559, 1472, 15174, 587, 8914, 10966, 8935, 11249, 883, 629, 15102, 2431]",['robert altman']
538,['Drama'],"[9298, 4366]",['adapted from:play']
540,['Thriller'],"[1832, 3153, 595, 1500, 93]",['nudity (topless)']
546,"['Action', 'Adventure', 'Children', 'Comedy', 'Fantasy', 'Sci-Fi']","[899, 11303, 7, 4974, 3247, 7407, 655, 465, 1500, 5372, 605, 2206, 2175]","['adapted from:game', 'video game adaptation']"
574,"['Comedy', 'Drama']",[1136],['nudity (full frontal)']
581,['Documentary'],"[1061, 678, 554, 375, 5786]",['lesbian']
585,['Comedy'],"[11249, 754]",['likeilike top pick']
588,"['Adventure', 'Animation', 'Children', 'Comedy', 'Musical']","[896, 257, 900, 2955, 651, 5264, 1434, 167, 6324, 192, 459, 465, 1628, 867, 14181, 488, 362, 377, 8063]","['dinner', 'animation', 'disney animated feature']"
590,"['Adventure', 'Drama', 'Western']","[137, 6539, 1435, 675, 4646, 305, 5556, 15288, 700, 12102, 4559, 2513, 2260, 7776, 353, 5216, 238, 2159, 5230, 887, 6515, 4083, 247, 761, 4731, 6526]","['sweeping', 'oscar (best picture)', 'war', 'best picture', 'oscar (best cinematography)', 'oscar (best directing)']"
592,"['Action', 'Crime', 'Sci-Fi', 'Thriller']","[2953, 651, 662, 669, 5281, 9512, 4521, 49, 6323, 10420, 5557, 7736, 186, 1470, 74, 9547, 458, 337, 11348, 1373, 1382, 1641, 2538, 750, 7408, 1783, 506, 1149]","['dc comics', 'adapted from:comic', 'superhero', 'dc', 'franchise']"
593,"['Crime', 'Horror', 'Thriller']","[2948, 1925, 6534, 6533, 137, 521, 651, 11148, 397, 1554, 662, 6806, 10907, 419, 1188, 420, 1065, 42, 6323, 54, 10422, 57, 58, 699, 711, 583, 11723, 15053, 8910, 4690, 213, 8917, 219, 2652, 605, 7776, 611, 741, 6502, 4855, 9070, 9711, 7026, 4083, 6518, 247, 6522, 1915, 1023]","['afi 100 (movie quotes)', 'oscar (best picture)', 'best picture', 'afi 100 (thrills)', 'oscar (best directing)', 'afi 100']"
594,"['Animation', 'Children', 'Drama', 'Fantasy', 'Musical']","[2144, 896, 900, 14181, 5289, 362, 2955, 9033, 781, 15664, 465, 4946, 4083, 1434, 4954]","['dinner', 'animation', 'disney animated feature']"
595,"['Animation', 'Children', 'Fantasy', 'Musical', 'Romance']","[900, 10376, 9482, 2955, 651, 4496, 13073, 663, 664, 1434, 1440, 2597, 4521, 5289, 6323, 10422, 2614, 9033, 465, 605, 1502, 4577, 11107, 362, 12016, 11134]","['dinner', 'animation', 'disney animated feature']"
596,"['Animation', 'Children', 'Fantasy', 'Musical']","[1600, 896, 4065, 900, 14181, 326, 871, 362, 146, 6515, 1719, 413]","['dinner', 'disney animated feature']"
598,"['Comedy', 'Fantasy']",[4578],['ruffian']
605,"['Drama', 'Romance']","[587, 2261]",['afternoon section']
611,"['Action', 'Horror', 'Sci-Fi']",[93],['nudity (topless)']
616,"['Animation', 'Children']","[896, 362, 10635]",['disney animated feature']
627,"['Drama', 'Thriller']","[6341, 2956, 374, 729, 1023]",['dark comedy']
636,['Drama'],"[1224, 54]",['serial killer']
639,"['Comedy', 'Drama']",[6713],['hw comedy']
659,"['Crime', 'Drama', 'Thriller']","[6715, 587]",['not corv lib']
661,"['Animation', 'Children', 'Fantasy', 'Musical']","[5281, 900, 1061, 1224, 362, 9322, 2474, 11470, 337, 465, 5109, 7929]",['based on a book']
685,['Drama'],"[1888, 554, 1579, 692]",['gay']
696,"['Drama', 'Thriller']",[1136],['nudity (full frontal)']
704,"['Action', 'Adventure']",[686],['martial arts']
708,"['Comedy', 'Romance']","[4946, 1451, 1222, 2399]",['uma thurman']
709,"['Adventure', 'Animation', 'Children', 'Comedy', 'Musical']","[1224, 362, 8927]",['author:charles dickens']
737,"['Action', 'Sci-Fi']",[93],['nudity (topless)']
741,"['Animation', 'Sci-Fi']","[4481, 740, 1925, 712, 1577, 15689, 4780, 7694, 1758]",['anime']
753,"['Comedy', 'Drama']",[2399],['uma thurman']
766,['Drama'],"[14506, 11037, 93]",['nudity (topless)']
775,"['Horror', 'Mystery']",[6308],['literary adaptation']
783,"['Animation', 'Children', 'Musical']","[900, 9797, 1224, 10376, 362]","['dinner', 'disney animated feature']"
786,"['Action', 'Drama', 'Thriller']","[1186, 3365, 74, 5098, 6324]",['arnold schwarzenegger']
799,"['Comedy', 'Horror', 'Thriller']","[2786, 7907, 555, 80, 4980, 54]",['serial killer']
818,['Comedy'],[125],['sequel']
831,['Drama'],[554],['gay']
839,"['Action', 'Thriller']","[7408, 42, 125]","['gothic', 'sequel', 'adapted from:comic']"
842,"['Comedy', 'Horror']",[93],['nudity (topless)']
858,"['Crime', 'Drama']","[3844, 1925, 6534, 1287, 4491, 9870, 6800, 2452, 12820, 6298, 1435, 29, 1061, 4521, 2348, 2990, 7726, 304, 6324, 10420, 1974, 8891, 1083, 4925, 319, 706, 1091, 583, 6988, 6221, 10830, 8917, 214, 2136, 2393, 2906, 247, 219, 605, 93, 2144, 7776, 1382, 367, 752, 369, 5105, 4083, 630, 1911, 6518, 1277]","['afi 100 (movie quotes)', 'sweeping', 'oscar (best picture)', 'lavish', 'best picture', 'afi 100 (thrills)', 'afi 100']"
864,"['Comedy', 'Drama']",[93],['nudity (topless)']
866,"['Crime', 'Drama', 'Romance', 'Thriller']","[353, 354, 1093, 1382, 5062, 1023, 41, 554, 2538, 583, 662, 375, 6038, 927, 10907, 2268, 7071]",['lesbian']
867,"['Comedy', 'Crime']",[2889],['cary grant']
869,['Crime'],[1553],['robert altman']
880,"['Sci-Fi', 'Thriller']","[1224, 304, 2132]",['pointless']
891,"['Horror', 'Thriller']","[93, 2181, 1783]","['nudity (topless)', 'slasher']"
892,"['Comedy', 'Drama', 'Romance']","[1320, 9002, 8604, 9298]","['adapted from:play', 'playwright:shakespeare']"
897,"['Adventure', 'Drama', 'Romance', 'War']",[244],['oscar (best supporting actress)']
898,"['Comedy', 'Romance']","[4354, 2889, 9738, 587, 6800, 4082, 4083, 2295, 6200, 3737, 219, 605, 4446]","['cary grant', 'afi 100']"
899,"['Comedy', 'Musical', 'Romance']","[1091, 4772, 1925, 871, 1511, 781, 9870, 8912, 8401, 4082, 4083, 10422, 2457, 4924, 1469, 10750]",['bfi classic']
900,"['Musical', 'Romance']","[352, 7776, 4083, 8887, 952, 761, 247]","['best picture', 'oscar (best cinematography)', 'oscar (best picture)', 'afi 100']"
903,"['Drama', 'Mystery', 'Romance', 'Thriller']","[1925, 6534, 15114, 4491, 651, 781, 6800, 6806, 3737, 12320, 1065, 5289, 1216, 583, 330, 8912, 2136, 4570, 605, 4446, 1123, 8932, 2538, 4083, 887, 1277]","['usa film registry', 'bfi classic', 'alfred hitchcock', 'pinchcock']"
904,"['Mystery', 'Thriller']","[9346, 1925, 6534, 8455, 1928, 397, 6800, 3988, 662, 15127, 3737, 4121, 678, 1832, 15162, 67, 9028, 11719, 330, 15052, 8917, 2134, 605, 1123, 8941, 4083, 9075, 5752, 4989, 1023]","['alfred hitchcock', 'pinchcock']"
905,"['Comedy', 'Romance']","[7776, 137, 4978, 4083, 4082, 213, 247, 313, 219, 4446]","['best picture', 'oscar (best picture)', 'oscar (best directing)', 'afi 100']"
908,"['Adventure', 'Mystery', 'Thriller']","[1925, 6534, 528, 6800, 662, 4139, 10941, 1216, 7873, 2889, 330, 587, 11344, 8917, 2134, 605, 4446, 1123, 8941, 15089, 4083, 10750]","['cary grant', 'alfred hitchcock', 'pinchcock']"
909,"['Comedy', 'Drama', 'Romance']","[7776, 137, 6800, 4082, 4083, 55, 342, 247, 4251, 3196, 605]","['best picture', 'oscar (best picture)', 'oscar (best directing)', 'afi 100']"
912,"['Drama', 'Romance']","[10240, 2688, 12164, 1925, 6534, 137, 9482, 651, 781, 9870, 4365, 6800, 12820, 4251, 4772, 678, 2476, 5556, 1091, 2243, 8131, 8014, 2687, 2513, 605, 352, 7776, 14181, 2538, 237, 110, 238, 881, 4083, 6515, 6518, 247, 250, 2686, 1023]","['afi 100 (movie quotes)', 'usa film registry', 'oscar (best picture)', 'war', 'best picture', 'world war ii', 'afi 100 (thrills)', 'oscar (best directing)', 'afi 100']"
913,"['Film-Noir', 'Mystery']","[642, 1925, 6534, 781, 6800, 6814, 2471, 4139, 9516, 8887, 1224, 8914, 4692, 605, 1382, 7782, 2538, 747, 880, 4083, 6518, 2686]",['usa film registry']
914,"['Comedy', 'Drama', 'Musical', 'Romance']","[7776, 4772, 871, 137, 9738, 887, 752, 10167, 4626, 4083, 247, 761, 219, 605]","['best picture', 'oscar (best cinematography)', 'oscar (best picture)', 'oscar (best directing)']"
918,['Musical'],"[6717, 605]",['corvallis library']
919,"['Adventure', 'Children', 'Fantasy', 'Musical']","[1527, 1925, 6534, 2953, 2955, 781, 9870, 656, 6800, 146, 663, 7704, 669, 1440, 7459, 4772, 1061, 4521, 5289, 5556, 6324, 15045, 8912, 13144, 9180, 605, 4711, 1513, 238, 4464, 4592, 4083, 6515, 6518, 6263, 4987]","['usa film registry', 'bfi classic']"
920,"['Drama', 'Romance', 'War']","[1154, 1925, 137, 2955, 781, 9870, 6800, 1937, 2978, 6823, 14510, 5301, 837, 1101, 77, 2260, 213, 14168, 605, 7776, 238, 6126, 887, 4978, 6515, 244, 501, 6518, 247, 4083, 761, 4987]","['afi 100 (movie quotes)', 'usa film registry', 'oscar (best picture)', 'war', 'best picture', 'oscar (best cinematography)', 'oscar (best directing)', 'oscar (best supporting actress)', 'afi 100']"
922,"['Drama', 'Film-Noir', 'Romance']","[1925, 781, 6800, 34, 7459, 678, 11448, 4282, 9926, 12245, 342, 729, 6235, 605, 6500, 11238, 8935, 360, 2538, 6508, 10350, 6514, 883, 4083, 6518, 11128, 506, 4989]","['usa film registry', 'afi 100 (movie quotes)', 'afi 100']"
923,"['Drama', 'Mystery']","[1925, 4491, 651, 781, 9870, 4112, 6800, 4114, 1435, 4125, 29, 7459, 15272, 1456, 8887, 5059, 583, 4815, 8912, 9809, 8914, 605, 2144, 2538, 243, 4083, 6518, 4731]","['usa film registry', 'bfi classic']"
926,['Drama'],"[7776, 7713, 605, 6565, 678, 137, 587, 2960, 6800, 4083, 6518, 247, 10973, 11070]","['afi 100 (movie quotes)', 'afi 100', 'oscar (best picture)', 'best picture', 'oscar (best directing)']"
928,"['Drama', 'Mystery', 'Romance', 'Thriller']","[1123, 5059, 1925, 6534, 4521, 330, 10891, 2538, 1554, 11348, 4534, 247, 761, 605, 7071]","['pinchcock', 'alfred hitchcock', 'lavish', 'oscar (best picture)', 'oscar (best cinematography)', 'afi 100 (thrills)']"
930,"['Film-Noir', 'Romance', 'Thriller']","[11011, 1123, 6501, 6534, 330, 6800, 1554, 4446]","['alfred hitchcock', 'pinchcock']"
933,"['Crime', 'Mystery', 'Romance', 'Thriller']","[1123, 1224, 330, 761, 6715, 6716, 605, 1023]","['alfred hitchcock', 'hw classics', 'pinchcock']"
937,"['Comedy', 'Romance']","[1478, 5289, 5296, 6715, 6716]","['not corv lib', 'hw classics']"
938,['Musical'],"[871, 137, 6800, 9298, 247, 761]","['oscar (best cinematography)', 'oscar (best picture)', 'oscar (best directing)']"
944,['Drama'],"[1224, 5281, 6715, 6716]","['not corv lib', 'hw classics']"
946,"['Comedy', 'Drama', 'War']","[237, 8912, 4082, 374, 2295, 605, 9343]",['world war ii']
948,['Drama'],"[8928, 137, 4521, 4491, 6800, 15160, 4083, 1435, 11448, 4731]","['sweeping', 'lavish', 'oscar (best directing)']"
951,"['Comedy', 'Romance']","[1057, 8935, 360, 2889, 9738, 4747, 396, 2247, 6542, 7695, 15150, 4815, 4082, 605, 12254]",['cary grant']
952,"['Adventure', 'Comedy']","[761, 887, 247]","['oscar (best cinematography)', 'oscar (best picture)']"
955,['Comedy'],"[647, 396, 528, 15121, 6800, 7704, 9626, 1309, 1057, 6200, 4282, 579, 71, 2889, 9802, 587, 2134, 13786, 349, 605, 9698, 1251, 4082, 4083, 9077, 11134]",['cary grant']
956,"['Drama', 'Romance']",[2889],['cary grant']
965,"['Drama', 'Mystery', 'Thriller']","[4674, 1123, 6308, 1925, 1224, 330, 9133, 6800, 1554]","['literary adaptation', 'alfred hitchcock', 'janus 50', 'pinchcock']"
968,"['Horror', 'Sci-Fi', 'Thriller']","[1216, 641, 6534, 9926, 1065, 15053, 2642, 12820, 8917, 7610, 699, 8891, 7071]",['zombie']
976,"['Romance', 'War']","[1224, 761, 6308]","['oscar (best cinematography)', 'literary adaptation']"
982,['Drama'],"[6715, 1421]",['not corv lib']
1007,"['Children', 'Comedy', 'Western']","[9450, 900]",['disney studios']
1009,"['Adventure', 'Children', 'Fantasy']","[9450, 167]",['disney studios']
1010,"['Children', 'Comedy']","[900, 583, 1705, 9450, 907]",['disney studios']
1012,"['Children', 'Drama']","[7704, 1996, 6748, 605]",['animal:dog']
1014,"['Children', 'Comedy', 'Drama']","[9450, 900]",['disney studios']
1016,"['Children', 'Comedy']",[7704],['animal:dog']
1017,"['Adventure', 'Children']","[900, 4198, 9450, 752, 1523, 2070, 15672, 7101]",['disney studios']
1021,"['Children', 'Comedy']","[113, 2418]",['baseball']
1024,"['Animation', 'Children', 'Musical']","[362, 14181]",['disney animated feature']
1025,"['Animation', 'Children', 'Fantasy', 'Musical']","[900, 14181, 362, 465, 146, 1980, 605]","['dinner', 'animation', 'disney animated feature']"
1028,"['Children', 'Comedy', 'Fantasy', 'Musical']","[4000, 9443, 4772, 900, 583, 1224, 9450, 686, 3023, 207, 213, 5143]",['disney studios']
1030,"['Adventure', 'Animation', 'Children', 'Musical']","[14562, 900, 10340, 362, 654, 605]","['dinner', 'disney animated feature']"
1033,"['Animation', 'Children', 'Drama']","[5512, 362]","['food', 'disney animated feature']"
1035,"['Musical', 'Romance']","[1925, 137, 2955, 651, 14349, 4000, 10489, 4646, 5289, 965, 583, 605, 7776, 237, 887, 752, 4083, 6515, 247, 633, 250, 6526]","['oscar (best picture)', 'world war ii', 'best picture', 'oscar (best directing)', 'afi 100']"
1037,"['Action', 'Horror', 'Sci-Fi', 'Thriller']","[7474, 93]",['nudity (topless)']
1038,['Drama'],"[587, 6708]",['hw drama']
1043,"['Drama', 'Romance']",[595],['nudity (rear)']
1051,['Drama'],"[14042, 6715]",['not corv lib']
