movieID,genre,tagsWithID,tagsWithName
52,"['Comedy', 'Drama', 'Romance']","[244, 61, 1925]","['woody allen', 'oscar (best supporting actress)']"
53,"['Adventure', 'Drama']","[6709, 367]","['library vhs', 'immigrants']"
55,['Drama'],[10738],['musicians']
57,['Drama'],[1472],['robert downey jr']
58,"['Comedy', 'Drama', 'Romance']","[354, 498, 6717]","['poetry', 'corvallis library', 'on disc']"
62,['Drama'],"[10176, 9762, 195, 328, 651, 910, 152]","['high school', 'teacher as protagonist', 'sappy', 'stupid', 'mrs dewinter', 'music']"
65,['Comedy'],[195],['stupid']
67,['Drama'],[6708],['hw drama']
69,['Comedy'],"[1220, 692]","['ice cube', 'friendship']"
70,"['Action', 'Comedy', 'Horror', 'Thriller']","[2241, 644, 119, 312, 62]","['tarantino', 'vampires', 'quentin tarantino', 'cult film']"
71,['Action'],[93],['nudity (topless)']
72,"['Comedy', 'Drama']","[1159, 8941, 6542, 528, 4464, 8914]","['wry', 'wistful', 'literate', 'talky']"
74,"['Drama', 'Romance']",[892],['girlie movie']
76,"['Action', 'Sci-Fi', 'Thriller']","[93, 261, 8886]","['philip k dick', 'artificial intelligence']"
78,['Drama'],[93],['nudity (topless)']
79,"['Drama', 'Thriller']",[93],['nudity (topless)']
80,"['Children', 'Drama']","[1152, 413]",['lost classic']
81,"['Crime', 'Drama', 'Romance']","[3008, 6889, 14042]","['recommendz top pick', 'buscemi', 'detroit']"
82,"['Comedy', 'Drama']","[1136, 6341, 14510]","['strong woman', 'nudity (full frontal)', 'intellectual']"
85,"['Drama', 'Romance']","[730, 1610, 5510]","['19th century', 'a s byatt']"
86,"['Adventure', 'Drama']","[1578, 2406]","['storm', 'ridley scott']"
89,"['Action', 'Thriller']",[59],['johnny depp']
94,"['Comedy', 'Drama', 'Romance']",[2399],['uma thurman']
95,"['Action', 'Adventure', 'Thriller']","[10725, 74, 11403, 2731, 6323, 2611]","['mark gordon productions', 'scope', 'nuclear bomb']"
97,['Drama'],"[69, 263, 8935, 1065, 10859, 6800, 11505, 1937, 5809, 1140, 4692, 10390, 11061, 1176, 1149, 7071]","['cynical', 'ghetto', 'french', 'confrontational', 'black and white', 'racism', 'riot', 'coproduction', 'biting', 'social commentary', 'drugs', 'angry']"
98,"['Action', 'Thriller']","[5264, 765]",['jude law']
101,"['Adventure', 'Comedy', 'Crime', 'Romance']","[1440, 7836, 420, 10559, 5834, 651, 396, 6542, 4464, 15056, 2751, 21, 23, 9148, 4446, 15167]","['owen wilson', 'rent', 'unlikely criminals', 'deadpan', 'bill murray', 'offbeat comedy', 'nothing goes right', 'wes anderson', 'sweet', 'quirky', 'tv', 'sibling relationships']"
104,['Comedy'],"[9305, 196, 9787, 651, 2731, 6544, 272, 6324, 793, 5211, 4861, 10654]","['sports', 'haha', 'setting:golf course', 'adam sandler', 'hockey', 'sport:golf', 'hayao miyazaki', 'golf']"
105,"['Drama', 'Romance']","[8932, 1222, 1224, 5865, 4365, 4464, 4339, 663, 5565]","['lyrical', 'deliberate', 'sentimental', 'heartwarming']"
107,"['Adventure', 'Children', 'Comedy', 'Musical']","[136, 1269]","['muppets', 'pirates']"
110,"['Action', 'Drama', 'War']","[4098, 6, 6534, 904, 137, 521, 6800, 12819, 5524, 10391, 1435, 5153, 4521, 2094, 6323, 5556, 16309, 8502, 696, 4408, 8891, 15035, 582, 583, 12102, 74, 458, 14929, 4690, 2260, 473, 1625, 605, 93, 13407, 8928, 866, 4707, 870, 2670, 238, 6515, 501, 247, 761, 4731]","['bullshit history', 'afi 100 (thrills)', 'war', 'medieval', 'mel gibson', 'oscar (best cinematography)', 'tribal', 'loved it', 'cavalry charge', 'adult', 'inspiration', 'breathtaking', 'forceful', 'evangelical', 'brutal', 'lavish', 'revenge', 'oscar (best picture)', 'best movie ever made', 'stirring', 'scotland', 'epic', 'sword fight', 'freedom', 'sweeping', 'oscar (best directing)', 'visual', 'hero', 'passionate']"
111,"['Crime', 'Drama', 'Thriller']","[13186, 644, 7428, 6534, 8583, 6800, 10906, 7455, 1065, 10420, 310, 8887, 7738, 8891, 15165, 1216, 706, 583, 587, 8912, 8917, 605, 6749, 5857, 225, 15073, 4707, 741, 2538, 4083, 9334, 10871, 6518, 1277, 638]","['film theory & criticism', 'oscar nominee: best picture', 'afi 100 (thrills)', 'robert de niro', 'bfi classic', 'obsessive quests', 'anomie', 'do zassania', 'setting:nyc', 'assassination', 'forceful', 'new york city', 'paranoid', 'assassination plots', 'afi 100', 'cant remember', 'lurid', 'afi 100 (movie quotes)', 'going postal', 'jodie foster', 'deconstructive', 'j netflix']"
112,"['Action', 'Adventure', 'Comedy', 'Crime']","[4994, 15780, 5156, 6220, 686]","['kungfu', 'hong kong', 'martial arts', 'rutger hauer', 'kung fu']"
114,['Drama'],[398],['less than 300 ratings']
116,['Documentary'],"[11244, 11286, 10934, 633, 9343]","['the shoah', 'archive footage', 'bbc produced', 'oscar (best documentary feature)']"
117,"['Crime', 'Drama']",[1065],[]
121,['Drama'],[4297],['child abuse']
123,"['Drama', 'Mystery', 'Romance']","[1382, 10941, 5865, 4491, 1582, 12368, 13968, 11477, 2134, 11193, 285, 669, 11134]","['urbane', 'nocturnal', 'hongkong', 'opposites attract', 'wong kar wai', 'brief encounters', 'mistaken identities']"
125,['Comedy'],"[1057, 501]","['screwball comedy', 'want to see again']"
132,['Thriller'],"[595, 603, 1751]","['flop', 'san francisco']"
135,['Comedy'],"[3245, 3085, 3055, 3729, 5083]","['harry dean stanton', 'harland williams', 'bruce dern', 'rip torn', 'william h macy']"
140,"['Drama', 'Romance']","[587, 2261, 1822]","['journalism', 'afternoon section']"
141,['Comedy'],"[1888, 554, 9298, 15286, 55]","['homosexual theme', 'homosexuality', 'gay']"
144,['Comedy'],"[752, 8384]",['irish']
145,['Action'],"[4072, 5185, 1194, 8790]","['bad movie', 'michael bay', 'buddy movie', 'will smith']"
147,['Drama'],"[6603, 69]",['heroin']
149,"['Crime', 'Drama', 'Thriller']","[8932, 2597, 1382, 396, 8914, 6675, 1812, 6806]","['cerebral', 'haunted by the past']"
150,"['Adventure', 'Drama']","[11019, 145, 662, 5019, 1820, 7838, 15138, 4646, 5159, 5289, 9514, 6323, 5556, 1727, 6526, 14279, 583, 2260, 473, 2782, 4446, 1259, 6515, 6518, 5752, 633, 382]","['moon', 'nostalgic', 'matteroffact', 'nasa', 'setting:space/earth orbit', 'formulaic', 'space', 'astronauts', 'space program', 'disaster', 'oscar (best sound)', 'catastrophe', 'oscar (best editing)', 'claustrophobic', 'tom hanks is great']"
151,"['Action', 'Drama', 'Romance', 'War']","[4098, 12102, 6088, 521, 2538, 6446, 11344, 8914, 1364, 662, 15160, 1435]","['rape', 'earthy', 'one of my favorites', 'sword fighting']"
152,"['Drama', 'Horror']","[1382, 2636, 622, 119, 1273]","['christopher walken', 'philosophical', 'drug abuse']"
153,"['Action', 'Adventure', 'Comedy', 'Crime']","[1765, 1641, 9547, 364, 7408, 6323, 5557, 1783, 7736, 1561, 186, 125]","['adapted from:comic', 'batman (series)', 'dc comics', 'superhero', 'bank robbery', 'franchise', 'nicole kidman', 'alter ego', 'dc']"
154,['Drama'],"[4226, 5059, 1382, 8583, 360, 41, 7468, 8941, 15180, 528, 595]","['sexy', 'double life', 'enigmatic', 'satirical', 'extramarital affairs', 'bunuel']"
156,"['Comedy', 'Drama']","[5692, 93, 1174]","['nudity (topless)', 'minimalist', 'plotless']"
157,"['Comedy', 'War']",[608],[]
158,"['Adventure', 'Children']","[1577, 2732, 80, 7408, 370, 752]","['nice', 'ghosts', 'ghost']"
161,"['Drama', 'Thriller', 'War']","[1761, 6323, 238]",['submarine']
162,['Documentary'],"[7682, 1731, 8932, 1065, 7433, 396, 8941, 4692, 4279, 4282, 5534]","['qube', 'sexual', 'raunchy', 'fucked up', 'irreverent']"
163,"['Action', 'Romance', 'Thriller']","[1024, 449, 74, 397, 6800, 125, 415]","['robert rodriguez', 'mexico']"
164,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']","[1382, 1159, 2538, 15114, 12126, 11348, 4989, 2782]","['femmes fatales', 'moody', 'private eyes', 'noir thriller']"
165,"['Action', 'Crime', 'Thriller']","[1184, 1508, 521, 74, 1933, 397, 1295, 6800, 371, 6323, 2261, 14046]","['good', 'predictable', 'bmf', 'terrorism', 'samuel l jackson']"
167,['Drama'],[10374],['last words connection']
168,"['Action', 'Drama', 'Romance']",[1222],['chick flick']
169,"['Adventure', 'Children', 'Drama']",[9806],['animal:whale']
170,"['Action', 'Adventure', 'Crime', 'Thriller']","[35, 9156, 644, 7108, 164, 9482, 746, 74, 5995, 5968, 369, 1361, 5557, 9781, 9846, 16088, 2938, 9084]","['geeks on screen', 'hacking', 'angelina jolie', 'computer cracker', 'inaccurate', 'bechdel test:fail', 'awesome soundtrack', 'computers', 'cyberintimidation', 'decent', 'hilarity', 'video games', 'cyberblackmail/intimidation']"
171,"['Comedy', 'Drama']","[400, 554]",['friendship relations']
172,"['Action', 'Sci-Fi', 'Thriller']","[193, 9025, 1124, 1925, 4780, 7474, 472, 24, 252]","['katsomattomat', 'cyberpunk', 'keanu reeves', 'book was better', 'hackers', 'adapted from:author', 'memory']"
173,"['Action', 'Crime', 'Sci-Fi']","[480, 9345, 2, 6323, 24]","['sylvester stallone', 'android(s)/cyborg(s)']"
175,['Drama'],"[14691, 69, 1136, 12820, 6708, 2422]","['hw drama', 'very interesting', 'youth gone wild', 'nudity (full frontal)']"
176,['Comedy'],"[93, 7871]","['nudity (topless)', 'dwarf']"
178,"['Comedy', 'Drama']","[374, 9298, 54, 9750]","['dark comedy', 'psychic character', 'serial killer']"
180,['Comedy'],"[1764, 1450, 8779, 651, 6836, 7161, 12889, 2875, 93]","['do kupienia', 'jason lee', 'view askew', '1990s', 'comic books', 'malos tratos']"
181,"['Action', 'Children']",[74],[]
183,"['Comedy', 'Horror', 'Thriller']","[10933, 5783]","['mute', 'russia']"
185,"['Action', 'Crime', 'Thriller']","[3137, 35, 9156, 1124, 2214, 74, 397, 5968, 9846, 9084]","['hacking', 'computer cracker', 'computers', 'cyberintimidation', 'internet', 'sandra bullock', 'cyberblackmail/intimidation']"
186,"['Comedy', 'Romance']","[3840, 1222, 647, 7, 488, 3530, 4294, 2667, 4973, 370, 7127, 2261, 55, 888, 2431]","['julianne moore', 'romantic comedy', 'hugh grant', 'chris columbus', 'meh', 'humor', 'pregnancy', 'joan cusack', 'cheesy']"
187,['Comedy'],"[6713, 9653, 9182]","['setting:library', 'hw comedy', 'librarians']"
188,"['Fantasy', 'Horror', 'Mystery']",[8401],['slashy']
190,['Thriller'],"[5512, 515, 6822]","['environment', 'facebook rec', 'food']"
191,"['Drama', 'Romance']",[2155],['trash']
193,['Drama'],"[12320, 15073, 5154, 1731, 644, 1706, 11118, 4692, 10966, 4279]","['nc17', 'selfdestructive romance', 'sexual', 'faltering friendships', 'raunchy', 'campy', 'rise and fall stories']"
194,"['Comedy', 'Drama']","[706, 766, 629, 10845, 510]","['small business', 'multiple storylines', 'ensemble cast', 'harvey keitel']"
196,"['Horror', 'Sci-Fi']",[93],['nudity (topless)']
198,"['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']","[4780, 366, 176, 1106, 2581, 727, 506, 4603, 252, 93]","['smoking', 'futuristmoviescom', 'virtual reality']"
199,"['Drama', 'Musical']","[1440, 4098, 1382, 871, 6822, 4521, 5865, 6823, 4464, 2513, 2620, 6717]","['facebook rec', 'bittersweet', 'golden palm', 'musical', 'vday']"
201,['Drama'],"[10320, 6247, 1277, 5733]","['widows/widowers', '1950s', 'korean war']"
203,['Comedy'],"[656, 1460, 3470, 1620]","['road trip', 'queer', 'transsexuals']"
204,['Action'],[4677],['steven seagal']
208,"['Action', 'Adventure', 'Sci-Fi']","[195, 13419, 2443, 14157, 46, 366, 5012, 2069]","['horrible', 'xmas movie', 'very boring', 'apocalypse', 'post apocalypse']"
213,['Drama'],"[4578, 6715, 6711]","['russian', 'not corv lib', 'hw foreign']"
214,"['Drama', 'War']","[609, 737, 1554, 85, 5241]","['criterion', 'bloody', 'hard to watch', 'awful', 'gory']"
215,"['Drama', 'Romance']","[4352, 4356, 1159, 4363, 651, 6542, 11278, 528, 1439, 6822, 1582, 5692, 7873, 2243, 587, 12368, 8914, 2134, 4446, 14562, 14181, 4464, 4731, 892, 1535]","['twentysomething life', 'trains', 'wistful', 'talky', 'dialogue', 'ethan hawke', 'americans abroad', 'literate', 'vienna', '(s)vcd', 'vacation romances']"
216,['Comedy'],"[419, 420, 651, 380, 4861, 255]","['school', 'adam sandler']"
220,['Horror'],[12805],['hp lovecraft']
222,"['Drama', 'Romance']","[8384, 1222, 910, 7079]","['ireland', 'irish']"
223,['Comedy'],"[5251, 4356, 2953, 651, 396, 6542, 528, 6800, 1686, 15138, 8614, 4282, 5692, 10559, 64, 2247, 461, 78, 8914, 4692, 12889, 4315, 4827, 12254, 1764, 5995, 8941, 1140, 1535]","['twentysomething life', 'do kupienia', 'slackers', 'workplace', 'view askew', 'work ethics', 'talky', 'bad acting', 'hillarious', 'literate', 'hard to rate', 'wry', 'low budget', 'dialogue driven', 'new jersey']"
224,"['Comedy', 'Drama', 'Romance']","[1277, 146, 59, 2261]","['johnny depp', 'afternoon section']"
225,"['Drama', 'Thriller']",[6176],['michael crichton']
230,"['Drama', 'Thriller']",[4297],['child abuse']
231,['Comedy'],"[5185, 195, 1731, 419, 420, 1511, 2953, 4747, 364, 11117, 10541, 396, 1932, 4282]","['jim carrey', 'infantile', 'madcap', 'goofy', 'jeff daniels', 'silly']"
232,"['Comedy', 'Drama', 'Romance']","[9446, 5512, 2295, 5692, 6717]","['food/cooking', 'minimalist', 'remade', 'food', 'corvallis library']"
233,['Drama'],"[67, 2596, 4358, 1928, 681, 554, 2892, 11416, 415]","['canada', 'smuggling', 'obsession', 'widower', 'toronto']"
234,['Comedy'],[9312],['sexuality:bdsm']
235,"['Comedy', 'Drama']","[4577, 102, 583, 396, 4731, 2960, 337, 4496, 528, 2523, 11448, 10361, 59, 10271]","['affectionate', 'edith wharton', 'movie business', 'tim burton', 'gentle', 'underrated piece of genius']"
236,"['Action', 'Comedy', 'Romance']",[967],['meg ryan']
237,"['Comedy', 'Romance']","[369, 3957]",['debra winger']
239,"['Animation', 'Children', 'Comedy', 'Romance']","[362, 900]","['disney', 'disney animated feature']"
242,"['Drama', 'Musical']","[1826, 871, 2958, 2965, 11070]","['opera', '18th century', 'backstage', 'sad']"
246,['Documentary'],"[9792, 353, 9315, 196, 1095, 910, 308, 633, 734, 255]","['documentary', 'sport:basketball', 'setting:chicago', 'basketball', 'poverty']"
247,"['Crime', 'Drama', 'Fantasy', 'Romance', 'Thriller']","[4098, 266, 415, 1065, 555, 565, 2742, 8891, 64, 583, 11345, 93, 99, 357, 1382, 4464, 369, 375, 4731, 11134]","['new zealand', 'surrealism', 'troy library', 'coming of age', 'peter jackson', 'fantasy life', 'sexual awakening']"
248,['Comedy'],[1500],['bad']
249,"['Drama', 'Romance']","[1136, 5804, 9189, 5534]","['beethoven', 'topic:deafness']"
250,"['Children', 'Comedy']",[2782],[]
252,"['Comedy', 'Romance']","[587, 427]",['italian']
253,"['Drama', 'Horror']","[5264, 146, 12820, 1061, 424, 6323, 5301, 2362, 62, 70, 1224, 2381, 1110, 1880, 478, 8037, 1136, 7026, 754, 119]","['antonio banderas', 'dracula', 'terror', 'lots of blood', 'spooky', 'tom cruise', 'anne rice', 'my dvds']"
256,"['Comedy', 'Sci-Fi']","[4000, 1186, 15045, 71, 7, 1511, 46, 5556, 4924]","['easygoing', 'julie andrews', 'arnold schwarzenegger']"
257,"['Mystery', 'Thriller']",[5130],['wow']
260,"['Action', 'Adventure', 'Sci-Fi']","[6533, 6534, 12551, 4616, 3720, 9482, 651, 12, 781, 1783, 141, 6800, 145, 146, 280, 6810, 9756, 7459, 419, 420, 4646, 6520, 6521, 11050, 1834, 5035, 6324, 9781, 6325, 4408, 8890, 446, 1604, 583, 74, 459, 2941, 1614, 3919, 11344, 13144, 11481, 4699, 605, 2144, 1892, 1382, 6502, 2538, 1260, 366, 238, 496, 13169, 887, 4083, 6515, 10741, 4342, 6774, 125, 6518, 10877, 6526]","['myth', 'epic adventure', 'space opera', 'war', 'galactic', 'luke skywalker', 'saturn award (best costumes)', 'lucas', 'empire', 'nerdy', 'dvd1', 'directorscreenwriter', 'space', 'saturn award (best writing)', 'space wars', 'mark hamill', 'noise in space', 'breakthroughs', '70mm', 'darth vader', '70s', 'space travel', 'usa film registry', 'highly quotable', 'sword fight', 'oscar (best sound)', 'saturn award (best makeup)', 'oscar (best costume design)', 'great soundtrack', 'akira kurosawa', 'homage', 'oscar (best editing)', 'carrie fisher', 'series', 'robots and androids', 'far future', 'midgets', 'murder/fatality', 'robots']"
261,['Drama'],"[1224, 1107, 1061, 6102]","['based on a book', 'americana', 'ok']"
262,"['Children', 'Drama']","[4600, 1811]","['nice period piece', 'girls']"
263,['Drama'],"[4707, 8935, 8904, 5809, 11870, 6367]","['harsh', 'drab', 'cathartic']"
264,['Drama'],[12600],['actress from nathalie']
265,"['Drama', 'Romance']","[1153, 4098, 9446, 5512, 1897, 15149, 5230, 6669, 2513, 4339, 10907]","['food/cooking', 'compassionate', 'food', 'supernatural romance', 'downbeat', 'magic realism']"
266,"['Drama', 'Romance', 'War', 'Western']","[761, 1378, 238, 1374]","['prohibition', 'mountain man']"
272,"['Comedy', 'Drama']","[102, 7, 16073, 1868, 143, 2965, 6715]","['costume drama', 'not corv lib', '18th century', 'england']"
273,"['Drama', 'Horror']","[1224, 42, 587]",['gothic']
275,['Comedy'],[3421],['steve martin']
277,['Drama'],"[2082, 747, 752, 497, 11568, 887]","['christmas', 'bad remake', 'santa claus']"
280,"['Drama', 'Thriller']","[1632, 9146, 172]","['courtroom setting', 'alcatraz']"
281,"['Comedy', 'Drama', 'Romance']","[6136, 6708, 1141]","['underrated', 'paul newman']"
282,['Drama'],"[1136, 3586, 741]","['nudity (full frontal)', 'liam neeson']"
288,"['Action', 'Crime', 'Thriller']","[1472, 161, 1216, 15073, 582, 1382, 360, 519, 4746, 7697, 8917, 54, 501, 53, 12889, 8891, 4895]","['annoying', 'owned', 'frantic', 'menacing', 'ultraviolence']"
289,"['Comedy', 'Romance']",[1472],['robert downey jr']
290,"['Crime', 'Drama']","[1826, 565, 106]",['abuse']
292,"['Action', 'Drama', 'Sci-Fi', 'Thriller']","[5754, 6323, 29, 5159]","['overrated', 'disease']"
