movieID,genre,tagsWithID,tagsWithName
11,"['Comedy', 'Drama', 'Romance']","[6401, 587, 651, 780, 689, 892, 10494]","['seen more than once', 'aaron sorkin', 'seen', 'politics', 'amazing kung fu', 'bibliothek', 'girlie movie']"
12,"['Comedy', 'Horror']","[944, 42, 1452, 62]","['mel brooks', 'gothic', 'spoof', 'vampire']"
13,"['Animation', 'Children']",[7751],['dogsled']
14,['Drama'],"[2462, 1188, 8453, 102, 1482, 10422, 5534]","['political drama', 'tumeys vhs', 'oliver stone', 'anthony hopkins', 'biopic', 'biographical', 'us president']"
15,"['Action', 'Adventure', 'Romance']","[136, 4617]","['pirates', 'pirate']"
16,"['Crime', 'Drama']","[353, 258, 711, 521, 587, 77, 6800, 595, 6324, 310, 214, 8889, 251, 4446]","['robert deniro', 'nonfiction', 'on dvr', 'martin scorsese', 'divx1', 'cannibalism', 'nudity (rear)', 'need to own', 'tumeys dvds', 'masterpiece', 'bibliothek', 'violent', 'mafia', 'gangster']"
17,"['Comedy', 'Drama', 'Romance']","[643, 292, 1061, 9926, 1224, 1320, 587, 2158, 2260, 5301, 7669, 2364, 605, 13407]","['shakespeare', 'literature', 'author:jane austen', 'alan rickman', 'period', 'kate winslet', 'based on a book', 'classic', 'adapted from:book', 'svens to see list', 'bibliothek', 'ang lee', 'emma thompson', 'historical']"
18,"['Comedy', 'Drama', 'Thriller']","[2241, 93, 10422]","['nudity (topless)', 'tumeys vhs', 'tarantino']"
19,['Comedy'],"[1427, 364, 14382]","['steve oedekerk', 'jim carrey', 'crazy']"
20,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']","[2938, 2261]","['lame', 'afternoon section']"
21,"['Action', 'Comedy', 'Drama']","[678, 9610, 2731, 53, 214, 10746]","['travolta', 'crime', 'foqam', 'hollywood', 'mafia', 'satire:hollywood insiders']"
22,"['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']",[54],['serial killer']
23,"['Action', 'Crime', 'Thriller']","[6324, 2261]","['divx1', 'afternoon section']"
24,"['Drama', 'Sci-Fi']","[7809, 386, 1582, 5556, 11448, 4731, 5565]","['post apocalyptic', 'earnest', 'elegiac', 'poignant', 'tearjerking', 'reflective', 'albino']"
25,"['Drama', 'Romance']","[1153, 418, 610, 1159, 8583, 2538, 587, 6635, 4491, 4731, 6669, 1422, 625, 11448, 506, 219, 93]","['nudity (topless)', 'loneliness', 'nicolas cage', 'starcrossed lovers', 'understated', 'prostitutes', 'oscar (best actor)', 'intimate', 'addiction', 'poignant', 'elegiac', 'depressing', 'alcoholism', 'dark', 'bibliothek', 'atmospheric', 'melancholy']"
26,['Drama'],"[1320, 9002, 9298, 93]","['nudity (topless)', 'adapted from:play', 'shakespeare', 'playwright:shakespeare']"
27,['Drama'],[],[]
28,"['Drama', 'Romance']","[4818, 730, 11619]","['fiona shaw', 'oppl', 'adaptation']"
29,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']","[4740, 1925, 4746, 24, 669, 2082, 2597, 553, 8367, 2614, 1085, 64, 11477, 4446, 352, 7392, 1382, 2538, 4856, 1149]","['mechanized', 'jeunet', 'steampunk', 'surreal', 'santa claus', 'hallucinatory', 'fanciful', 'need to own', 'legenda ptbr', 'erlends dvds', 'beautiful', 'on computer', 'netflix instant watching', 'dystopia', 'dreamlike', 'stylized', 'whimsical', 'kidnapping', 'bleak', 'atmospheric']"
30,"['Crime', 'Drama']",[],[]
31,['Drama'],"[9762, 1925, 587, 910, 2261]","['erlends dvds', 'high school', 'teacher as protagonist', 'afternoon section', 'bibliothek']"
32,"['Sci-Fi', 'Thriller']","[386, 2953, 13, 397, 6800, 1304, 24, 1184, 8096, 161, 419, 296, 15912, 6324, 9142, 838, 5704, 1106, 727, 605, 610, 2403, 615, 235, 747, 13419, 366, 2671, 750, 754, 379, 502, 9847, 635, 5757]","['montypythonrelated', 'madeleine stowe', 'post apocalyptic', 'vhs', 'scifi', 'divx1', 'postapocalyptic', 'twist ending', 'mindfuck', 'brad pitt', 'classic', 'scifi dark', 'remake', 'thriller', 'terry gilliam', 'end of the world', 'future', 'brilliant', 'not seen', 'violence', 'tumeys dvds', 'asylum', 'get', 'mindfuck movie', 'nature of insanity', 'biological warfare', 'dystopia', 'great actors', 'sf', 'gilliam', 'depressing', 'time travel', 'bruce willis', 'plot point:biomedical danger', 'genius']"
33,"['Adventure', 'IMAX', 'Romance']",[],[]
34,"['Children', 'Comedy', 'Drama', 'Fantasy']","[2955, 9419, 3470, 9327, 369, 1809, 915, 1876, 117, 7158, 6515, 5919]","['talking animals', 'barnyard animals', 'own', 'boring', 'pigs', 'hugo weaving', 'animals', 'way overrated', 'pig', 'infantil', 'afi 100 (cheers)', 'animal:pig']"
35,"['Drama', 'Romance']","[353, 16073, 11468, 2158, 14510, 11037]","['biopics', 'on dvr', 'strong woman', 'artists', 'artist', 'emma thompson']"
36,"['Crime', 'Drama']","[14562, 2596, 2600, 172, 8142, 1647, 4112, 10173, 4114, 14511, 213, 633, 762, 7804, 4125, 1023]","['death penalty', 'ari', 'abe', 'strong', 'true story', 'deaf', 'ethics', 'prison', 'institutions', 'death row', 'murder', 'oscar (best actress)', 'death', 'knoll', 'sean penn', 'buy']"
37,"['Documentary', 'IMAX']",[],[]
38,['Comedy'],[],[]
39,"['Comedy', 'Romance']","[1253, 1222, 1224, 1450, 651, 5264, 1680, 14035, 7669, 730, 4666, 892, 605]","['very funny', 'seen more than once', 'author:jane austen', 'teen', 'chick flick', 'adapted from:book', 'fashion', 'want to own', 'updated classics', 'adaptation', 'classic', 'omigawd', 'girlie movie']"
40,['Drama'],[],[]
41,"['Drama', 'War']","[1472, 1320, 9002, 9298, 4666, 5151]","['robert downey jr', 'shakespeare', 'ian mckellen', 'adapted from:play', 'updated classics', 'playwright:shakespeare']"
42,"['Action', 'Crime', 'Drama']",[1765],['bank robbery']
43,['Drama'],"[93, 5711]","['nudity (topless)', '17th century']"
44,"['Action', 'Adventure', 'Fantasy']","[655, 2136, 7407]","['video game adaptation', 'movie to see', 'adapted from:game']"
45,"['Comedy', 'Drama', 'Thriller']","[587, 1925, 374]","['erlends dvds', 'bibliothek', 'dark comedy']"
46,"['Drama', 'Romance']",[587],['bibliothek']
47,"['Crime', 'Horror', 'Mystery', 'Thriller']","[2304, 2, 387, 651, 397, 6800, 10906, 7071, 419, 2341, 7335, 1065, 6323, 10420, 53, 54, 1845, 4534, 566, 694, 699, 66, 67, 582, 15053, 13520, 8917, 473, 2652, 738, 611, 742, 5998, 754, 1915, 1023]","['super interesting', 'vhs', 'creepy', 'serial killer', 'want', 'powerful ending', 'owned', 'drama', 'evil', 'brad pitt', 'worst ever', 'psychology', 'in netflix queue', 'ashley judd', 'gruesome', 'investigation', 'mystery', 'thriller', 'crime', 'police', 'strange', 'seen more than once', 'disturbing', 'tumeys dvds', 'ominous', 'morgan freeman', 'bfi modern classic', 'suitcase of light', 'tumeys to see again', 'menacing', 'twists & turns', 'graphic violence', 'gloomy', 'murder', 'scary', 'grim']"
48,"['Animation', 'Children', 'Musical', 'Romance']","[2953, 362, 900]","['get', 'disney', 'disney animated feature']"
49,"['Drama', 'Romance']","[1654, 375]","['circus', 'lesbian']"
50,"['Crime', 'Mystery', 'Thriller']","[1920, 1925, 7, 2187, 2960, 6800, 12820, 3868, 541, 2603, 5035, 6323, 53, 5175, 583, 10695, 975, 4690, 2389, 727, 351, 608, 15840, 104, 501, 630, 502, 2557, 1535]","['flashbacks', 'unreliable narrators', 'seen at the cinema', 'want', 'twist ending', 'great ending', 'mindfuck', 'gabriel byrne', 'oscar (best supporting actor)', 'twist', 'caper movie', 'must see', 'spaceyal', 'erlends dvds', 'crime', 'heist', 'oscar winner', 'my movies', 'organized crime', 'caper', 'funny', 'conspiracy', 'tumeys dvds', 'benicio del toro', 'whodunnit', 'imdb top 250', 'complot', 'dvd', 'want to see again']"
52,"['Comedy', 'Drama', 'Romance']","[244, 61, 1925]","['erlends dvds', 'woody allen', 'oscar (best supporting actress)']"
53,"['Adventure', 'Drama']","[6709, 367]","['library vhs', 'immigrants']"
54,"['Children', 'Comedy']",[],[]
55,['Drama'],[10738],['musicians']
56,"['Adventure', 'Children', 'Fantasy']",[],[]
57,['Drama'],[1472],['robert downey jr']
58,"['Comedy', 'Drama', 'Romance']","[354, 498, 6717]","['poetry', 'corvallis library', 'on disc']"
59,"['Drama', 'Mystery']",[],[]
60,"['Adventure', 'Children', 'Fantasy']",[],[]
61,"['Drama', 'Thriller']",[],[]
62,['Drama'],"[10176, 9762, 195, 328, 651, 910, 152]","['seen more than once', 'high school', 'teacher as protagonist', 'sappy', 'stupid', 'mrs dewinter', 'music']"
63,"['Comedy', 'Crime']",[],[]
64,"['Comedy', 'Romance']",[],[]
65,['Comedy'],[195],['stupid']
66,"['Action', 'Sci-Fi', 'Thriller']",[],[]
67,['Drama'],[6708],['hw drama']
68,"['Comedy', 'Romance']",[],[]
69,['Comedy'],"[1220, 692]","['ice cube', 'friendship']"
70,"['Action', 'Comedy', 'Horror', 'Thriller']","[2241, 644, 119, 312, 62]","['tarantino', 'vampires', 'quentin tarantino', 'cult film', 'vampire']"
71,['Action'],[93],['nudity (topless)']
72,"['Comedy', 'Drama']","[1159, 8941, 6542, 528, 4464, 8914]","['wry', 'witty', 'understated', 'wistful', 'literate', 'talky']"
73,"['Drama', 'War']",[],[]
74,"['Drama', 'Romance']",[892],['girlie movie']
75,"['Comedy', 'Drama']",[],[]
76,"['Action', 'Sci-Fi', 'Thriller']","[93, 261, 8886]","['nudity (topless)', 'philip k dick', 'artificial intelligence']"
77,['Documentary'],[],[]
78,['Drama'],[93],['nudity (topless)']
79,"['Drama', 'Thriller']",[93],['nudity (topless)']
80,"['Children', 'Drama']","[1152, 413]","['lost classic', 'children']"
81,"['Crime', 'Drama', 'Romance']","[3008, 6889, 14042]","['recommendz top pick', 'buscemi', 'detroit']"
82,"['Comedy', 'Drama']","[1136, 6341, 14510]","['strong woman', 'nudity (full frontal)', 'intellectual']"
83,['Drama'],[],[]
84,"['Comedy', 'Drama']",[],[]
85,"['Drama', 'Romance']","[730, 1610, 5510]","['adaptation', '19th century', 'a s byatt']"
86,"['Adventure', 'Drama']","[1578, 2406]","['storm', 'ridley scott']"
87,"['Children', 'Comedy']",[],[]
88,['Comedy'],[],[]
89,"['Action', 'Thriller']",[59],['johnny depp']
90,['Drama'],[],[]
92,"['Drama', 'Horror', 'Thriller']",[],[]
93,"['Comedy', 'Romance']",[],[]
94,"['Comedy', 'Drama', 'Romance']",[2399],['uma thurman']
95,"['Action', 'Adventure', 'Thriller']","[10725, 74, 11403, 2731, 6323, 2611]","['foqam', 'mark gordon productions', 'scope', 'want', 'nuclear bomb', 'action']"
96,"['Comedy', 'Drama']",[],[]
97,['Drama'],"[69, 263, 8935, 1065, 10859, 6800, 11505, 1937, 5809, 1140, 4692, 10390, 11061, 1176, 1149, 7071]","['cynical', 'ghetto', 'french', 'confrontational', 'black and white', 'racism', 'riot', 'coproduction', 'disturbing', 'biting', 'ominous', 'tumeys dvds', 'bleak', 'social commentary', 'drugs', 'angry']"
98,"['Action', 'Thriller']","[5264, 765]","['jude law', 'want to own']"
99,['Documentary'],[],[]
100,"['Drama', 'Thriller']",[],[]
101,"['Adventure', 'Comedy', 'Crime', 'Romance']","[1440, 7836, 420, 10559, 5834, 651, 396, 6542, 4464, 15056, 2751, 21, 23, 9148, 4446, 15167]","['owen wilson', 'rent', 'unlikely criminals', 'seen more than once', 'deadpan', 'bill murray', 'offbeat comedy', 'nothing goes right', 'wes anderson', 'sweet', 'need to own', 'quirky', 'tv', 'wistful', 'talky', 'sibling relationships']"
102,['Comedy'],[],[]
103,"['Mystery', 'Sci-Fi', 'Thriller']",[],[]
104,['Comedy'],"[9305, 196, 9787, 651, 2731, 6544, 272, 6324, 793, 5211, 4861, 10654]","['foqam', 'seen more than once', 'sports', 'divx1', 'haha', 'setting:golf course', 'adam sandler', 'hockey', 'sport:golf', 'hayao miyazaki', 'golf', 'filmed in bc']"
105,"['Drama', 'Romance']","[8932, 1222, 1224, 5865, 4365, 4464, 4339, 663, 5565]","['lyrical', 'warm', 'deliberate', 'sentimental', 'heartwarming', 'chick flick', 'tearjerking', 'adapted from:book', 'wistful']"
106,"['Comedy', 'Drama']",[],[]
107,"['Adventure', 'Children', 'Comedy', 'Musical']","[136, 1269]","['muppets', 'pirates']"
110,"['Action', 'Drama', 'War']","[4098, 6, 6534, 904, 137, 521, 6800, 12819, 5524, 10391, 1435, 5153, 4521, 2094, 6323, 5556, 16309, 8502, 696, 4408, 8891, 15035, 582, 583, 12102, 74, 458, 14929, 4690, 2260, 473, 1625, 605, 93, 13407, 8928, 866, 4707, 870, 2670, 238, 6515, 501, 247, 761, 4731]","['bullshit history', 'afi 100 (thrills)', 'period', 'want', 'war', 'medieval', 'mel gibson', 'drama', 'owned', 'oscar (best cinematography)', 'tribal', 'loved it', 'cavalry charge', 'action', 'adult', 'inspiration', 'breathtaking', 'forceful', 'classic', 'historical', 'evangelical', 'oscar winner', 'brutal', 'earnest', 'lavish', 'revenge', 'oscar (best picture)', 'tumeys dvds', 'best movie ever made', 'visceral', 'stirring', 'scotland', 'epic', 'nudity (topless)', 'sword fight', 'freedom', 'sweeping', 'oscar (best directing)', 'poignant', 'visual', 'dvd', 'want to see again', 'hero', 'violent', 'passionate', 'afi 100 (cheers)']"
111,"['Crime', 'Drama', 'Thriller']","[13186, 644, 7428, 6534, 8583, 6800, 10906, 7455, 1065, 10420, 310, 8887, 7738, 8891, 15165, 1216, 706, 583, 587, 8912, 8917, 605, 6749, 5857, 225, 15073, 4707, 741, 2538, 4083, 9334, 10871, 6518, 1277, 638]","['film theory & criticism', 'oscar nominee: best picture', 'afi 100 (thrills)', 'robert de niro', 'prostitutes', 'bfi classic', 'obsessive quests', 'cult film', 'anomie', 'do zassania', 'setting:nyc', 'assassination', 'bibliothek', 'classic', 'forceful', 'new york city', 'disturbing', 'paranoid', 'assassination plots', 'tumeys dvds', 'tumeys to see again', 'visceral', 'afi 100', 'cant remember', 'menacing', 'lurid', 'martin scorsese', 'afi 100 (movie quotes)', 'going postal', 'dvd', 'jodie foster', 'grim', 'atmospheric', 'deconstructive', 'j netflix']"
112,"['Action', 'Adventure', 'Comedy', 'Crime']","[4994, 15780, 5156, 6220, 686]","['kungfu', 'hong kong', 'martial arts', 'rutger hauer', 'kung fu']"
113,"['Drama', 'Mystery']",[],[]
114,['Drama'],[398],['less than 300 ratings']
115,['Comedy'],[],[]
116,['Documentary'],"[11244, 11286, 10934, 633, 9343]","['true story', 'the shoah', 'archive footage', 'bbc produced', 'oscar (best documentary feature)']"
117,"['Crime', 'Drama']",[1065],['disturbing']
118,"['Comedy', 'Romance']",[],[]
119,['Comedy'],[],[]
120,['Drama'],[],[]
121,['Drama'],[4297],['child abuse']
122,"['Comedy', 'Romance']",[],[]
123,"['Drama', 'Mystery', 'Romance']","[1382, 10941, 5865, 4491, 1582, 12368, 13968, 11477, 2134, 11193, 285, 669, 11134]","['lyrical', 'urbane', 'nocturnal', 'fanciful', 'dreamlike', 'hongkong', 'opposites attract', 'wong kar wai', 'brief encounters', 'stylized', 'mistaken identities', 'reflective', 'melancholy']"
124,['Drama'],[],[]
125,['Comedy'],"[1057, 501]","['screwball comedy', 'want to see again']"
126,"['Adventure', 'Children', 'Fantasy']",[],[]
128,['Documentary'],[],[]
129,"['Comedy', 'Romance']",[],[]
130,['Drama'],[],[]
131,"['Drama', 'Romance']",[],[]
132,['Thriller'],"[595, 603, 1751]","['flop', 'nudity (rear)', 'san francisco']"
134,['Documentary'],[],[]
135,['Comedy'],"[3245, 3085, 3055, 3729, 5083]","['harry dean stanton', 'harland williams', 'bruce dern', 'rip torn', 'william h macy']"
136,['Documentary'],[],[]
137,['Documentary'],[],[]
139,"['Action', 'Drama']",[],[]
140,"['Drama', 'Romance']","[587, 2261, 1822]","['bibliothek', 'journalism', 'afternoon section']"
141,['Comedy'],"[1888, 554, 9298, 15286, 55]","['comedy', 'homosexual theme', 'adapted from:play', 'homosexuality', 'gay']"
143,['Drama'],[],[]
144,['Comedy'],"[752, 8384]","['irish', 'family']"
145,['Action'],"[4072, 5185, 1194, 8790]","['bad movie', 'michael bay', 'buddy movie', 'will smith']"
146,"['Adventure', 'Children']",[],[]
147,['Drama'],"[6603, 69]","['heroin', 'drugs']"
148,['Drama'],[],[]
149,"['Crime', 'Drama', 'Thriller']","[8932, 2597, 1382, 396, 8914, 6675, 1812, 6806]","['cerebral', 'deliberate', 'haunted by the past', 'stylized', 'unlikely friendships', 'whimsical', 'quirky', 'literate']"
150,"['Adventure', 'Drama']","[11019, 145, 662, 5019, 1820, 7838, 15138, 4646, 5159, 5289, 9514, 6323, 5556, 1727, 6526, 14279, 583, 2260, 473, 2782, 4446, 1259, 6515, 6518, 5752, 633, 382]","['moon', 'want', 'almost favorite', 'drama', 'nostalgic', 'true story', 'need to own', 'matteroffact', 'nasa', 'setting:space/earth orbit', 'historical', 'formulaic', 'space', 'astronauts', 'earnest', 'tom hanks', 'space program', 'disaster', 'oscar (best sound)', 'afi 100 (movie quotes)', 'dvd', 'tense', 'catastrophe', 'oscar (best editing)', 'claustrophobic', 'tom hanks is great', 'afi 100 (cheers)']"
151,"['Action', 'Drama', 'Romance', 'War']","[4098, 12102, 6088, 521, 2538, 6446, 11344, 8914, 1364, 662, 15160, 1435]","['rape', 'sweeping', 'tribal', 'earthy', 'one of my favorites', 'tense', 'atmospheric', 'violent', 'rousing', 'sword fighting', 'literate', 'passionate']"
152,"['Drama', 'Horror']","[1382, 2636, 622, 119, 1273]","['christopher walken', 'vampires', 'philosophical', 'stylized', 'drug abuse']"
153,"['Action', 'Adventure', 'Comedy', 'Crime']","[1765, 1641, 9547, 364, 7408, 6323, 5557, 1783, 7736, 1561, 186, 125]","['adapted from:comic', 'batman (series)', 'sequel', 'jim carrey', 'dc comics', 'superhero', 'want', 'bank robbery', 'franchise', 'nicole kidman', 'alter ego', 'dc']"
154,['Drama'],"[4226, 5059, 1382, 8583, 360, 41, 7468, 8941, 15180, 528, 595]","['sexy', 'wry', 'double life', 'enigmatic', 'witty', 'nudity (rear)', 'prostitutes', 'satirical', 'stylized', 'extramarital affairs', 'bunuel']"
155,"['Adventure', 'Drama', 'War']",[],[]
156,"['Comedy', 'Drama']","[5692, 93, 1174]","['nudity (topless)', 'minimalist', 'plotless']"
157,"['Comedy', 'War']",[608],['conspiracy']
158,"['Adventure', 'Children']","[1577, 2732, 80, 7408, 370, 752]","['adapted from:comic', 'nice', 'ghosts', 'kid flick', 'family', 'ghost']"
159,"['Crime', 'Drama', 'Mystery']",[],[]
160,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",[],[]
161,"['Drama', 'Thriller', 'War']","[1761, 6323, 238]","['submarine', 'war', 'want']"
162,['Documentary'],"[7682, 1731, 8932, 1065, 7433, 396, 8941, 4692, 4279, 4282, 5534]","['qube', 'cynical', 'wry', 'deliberate', 'sexual', 'raunchy', 'disturbing', 'fucked up', 'quirky', 'biographical', 'irreverent']"
163,"['Action', 'Romance', 'Thriller']","[1024, 449, 74, 397, 6800, 125, 415]","['sequel', 'romance', 'robert rodriguez', 'action', 'tumeys dvds', 'mexico', 'thriller']"
164,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']","[1382, 1159, 2538, 15114, 12126, 11348, 4989, 2782]","['femmes fatales', 'nostalgic', 'moody', 'understated', 'private eyes', 'stylized', 'noir thriller', 'atmospheric']"
165,"['Action', 'Crime', 'Thriller']","[1184, 1508, 521, 74, 1933, 397, 1295, 6800, 371, 6323, 2261, 14046]","['good', 'predictable', 'bmf', 'terrorism', 'want', 'action', 'tumeys dvds', 'samuel l jackson', 'afternoon section', 'bruce willis', 'violent', 'thriller']"
166,"['Comedy', 'Crime', 'Drama']",[],[]
167,['Drama'],[10374],['last words connection']
168,"['Action', 'Drama', 'Romance']",[1222],['chick flick']
169,"['Adventure', 'Children', 'Drama']",[9806],['animal:whale']
170,"['Action', 'Adventure', 'Crime', 'Thriller']","[35, 9156, 644, 7108, 164, 9482, 746, 74, 5995, 5968, 369, 1361, 5557, 9781, 9846, 16088, 2938, 9084]","['geeks on screen', 'hacking', 'angelina jolie', 'computer cracker', 'lame', 'inaccurate', 'boring', 'bechdel test:fail', 'awesome soundtrack', 'computers', 'cyberintimidation', 'action', 'decent', 'alter ego', 'hilarity', 'cult film', 'video games', 'cyberblackmail/intimidation']"
171,"['Comedy', 'Drama']","[400, 554]","['gay', 'friendship relations']"
172,"['Action', 'Sci-Fi', 'Thriller']","[193, 9025, 1124, 1925, 4780, 7474, 472, 24, 252]","['erlends dvds', 'dystopia', 'katsomattomat', 'cyberpunk', 'keanu reeves', 'book was better', 'hackers', 'adapted from:author', 'memory']"
173,"['Action', 'Crime', 'Sci-Fi']","[480, 9345, 2, 6323, 24]","['police', 'dystopia', 'want', 'sylvester stallone', 'android(s)/cyborg(s)']"
174,['Comedy'],[],[]
175,['Drama'],"[14691, 69, 1136, 12820, 6708, 2422]","['my movies', 'hw drama', 'very interesting', 'youth gone wild', 'nudity (full frontal)', 'drugs']"
176,['Comedy'],"[93, 7871]","['nudity (topless)', 'dwarf']"
177,['Horror'],[],[]
178,"['Comedy', 'Drama']","[374, 9298, 54, 9750]","['adapted from:play', 'dark comedy', 'psychic character', 'serial killer']"
179,"['Drama', 'Romance']",[],[]
180,['Comedy'],"[1764, 1450, 8779, 651, 6836, 7161, 12889, 2875, 93]","['nudity (topless)', 'do kupienia', 'seen more than once', 'teen', 'jason lee', 'view askew', '1990s', 'comic books', 'malos tratos']"
181,"['Action', 'Children']",[74],['action']
182,"['Drama', 'Romance']",[],[]
183,"['Comedy', 'Horror', 'Thriller']","[10933, 5783]","['mute', 'russia']"
184,['Drama'],[],[]
185,"['Action', 'Crime', 'Thriller']","[3137, 35, 9156, 1124, 2214, 74, 397, 5968, 9846, 9084]","['hacking', 'computer cracker', 'computers', 'cyberintimidation', 'internet', 'hackers', 'action', 'thriller', 'sandra bullock', 'cyberblackmail/intimidation']"
186,"['Comedy', 'Romance']","[3840, 1222, 647, 7, 488, 3530, 4294, 2667, 4973, 370, 7127, 2261, 55, 888, 2431]","['nice', 'julianne moore', 'romantic comedy', 'comedy', 'hugh grant', 'chris columbus', 'meh', 'funny', 'humor', 'chick flick', 'robin williams', 'pregnancy', 'afternoon section', 'joan cusack', 'cheesy']"
187,['Comedy'],"[6713, 9653, 9182]","['setting:library', 'hw comedy', 'librarians']"
188,"['Fantasy', 'Horror', 'Mystery']",[8401],['slashy']
189,"['Comedy', 'Fantasy']",[],[]
190,['Thriller'],"[5512, 515, 6822]","['environment', 'facebook rec', 'food']"
191,"['Drama', 'Romance']",[2155],['trash']
193,['Drama'],"[12320, 15073, 5154, 1731, 644, 1706, 11118, 4692, 10966, 4279]","['cynical', 'nc17', 'selfdestructive romance', 'sexual', 'lurid', 'faltering friendships', 'raunchy', 'campy', 'rise and fall stories', 'cult film']"
194,"['Comedy', 'Drama']","[706, 766, 629, 10845, 510]","['small business', 'multiple storylines', 'ensemble cast', 'new york city', 'harvey keitel']"
195,"['Comedy', 'Drama', 'Romance']",[],[]
196,"['Horror', 'Sci-Fi']",[93],['nudity (topless)']
197,['Drama'],[],[]
198,"['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']","[4780, 366, 176, 1106, 2581, 727, 506, 4603, 252, 93]","['smoking', 'nudity (topless)', 'scifi', 'cyberpunk', 'dark', 'futuristmoviescom', 'not seen', 'virtual reality', 'memory', 'mindfuck']"
199,"['Drama', 'Musical']","[1440, 4098, 1382, 871, 6822, 4521, 5865, 6823, 4464, 2513, 2620, 6717]","['lyrical', 'facebook rec', 'bittersweet', 'lavish', 'sweet', 'stylized', 'corvallis library', 'golden palm', 'wistful', 'passionate', 'musical', 'vday']"
200,['Thriller'],[],[]
201,['Drama'],"[10320, 6247, 1277, 5733]","['widows/widowers', '1950s', 'cant remember', 'korean war']"
202,"['Drama', 'Romance']",[],[]
203,['Comedy'],"[656, 1460, 3470, 1620]","['road trip', 'queer', 'hugo weaving', 'transsexuals']"
204,['Action'],[4677],['steven seagal']
205,"['Comedy', 'Drama']",[],[]
206,['Documentary'],[],[]
207,"['Drama', 'Romance']",[],[]
208,"['Action', 'Adventure', 'Sci-Fi']","[195, 13419, 2443, 14157, 46, 366, 5012, 2069]","['scifi', 'horrible', 'sf', 'xmas movie', 'stupid', 'very boring', 'apocalypse', 'post apocalypse']"
209,['Drama'],[],[]
210,['Western'],[],[]
211,['Drama'],[],[]
212,"['Adventure', 'Comedy', 'Crime', 'Mystery']",[],[]
213,['Drama'],"[4578, 6715, 6711]","['russian', 'not corv lib', 'hw foreign']"
214,"['Drama', 'War']","[609, 737, 1554, 85, 5241]","['criterion', 'bloody', 'hard to watch', 'awful', 'gory']"
